"ID Ocorrencia","Data","Hora","Logradouro","Bairro","Natureza","Coordenadas","F1P","F2P","F3P","F4P","F5P","F6P","F7P","F8P","C1P","C2P","C3P","C4P","C5P","C6P","C7P","C8P","C9P","C10P"
"150079","2015-10-04","22:35","rua ceara  ( frente ao picadinho lan","centro","atropelamento",,,,,,,,,,,,,,,,,,,
"150080","2015-09-23","05:30","rua doutor miguel ferreira    ","conjunto jose abrao","queda",,,"10",,,,,,,,,,,,,,,,
"150081","2015-09-26","05:20","rua  euler de azevedo    ","conjunto jose abrao",,,,,,,,,,,,,"10",,,,,,,
"150082","2015-09-29","10:30","rua padre mussa tuma    ","rita vieira",,,,,,,,,,,,,,,,,,,,
"150083","2015-11-25","10:45","avenida afonso pena    ","amambai","colisão transversal",,,,,,,,,,,,,,"10",,,,,
"150084","2015-12-02","11:20","rua alagoas    ","vila gomes","colisão transversal",,,,,,,,,,,,,,"10",,,,,
"150085","2015-12-05","07:20","avenida gunter hans ",,"choque",,,,,,,,,,,,,,,"10",,,,
"150086","2015-12-08","19:39","rua abrao anache ","jardim anache","atropelamento",,,,,,,"9",,,,,,,,,,,,
"150087","2015-12-12","09:19","rua spipe calarge    ","vl carlota","colisão transversal",,,,,,,,,,,,,,"10",,,,,
"150088","2015-12-12","11:49","avenida presidente vargas    ","vila santo amaro","colisão transversal",,,,,,,,,,,,,,,,,,,"10"
"150089","2015-12-14","16:10","rua nasri siufi 00m apos a rua verde louro","sao jorge da lagoa","choque",,"10",,,,,,,,,"9",,,,,,,,
"150090","2015-12-18","20:53","avenida das mansoes cruzamento ds vias","nucleo habitacional buriti","colisão frontal",,"9",,,,,,,,,,"10",,,,,,,
"150091","2015-12-24","13:55","rua francisco martins de souza    ","jardim colibri","colisão transversal",,,,,,,,,,,,,,,,,,"10",
"150092","2015-12-27","05:05","rua barao do rio branco    ","centro","colisão transversal",,"9",,,,,,,,"10",,,,,,,,,
"150093","2015-12-31","20:56","rua vitor meireles fiscosul","universitario","choque",,"10",,,,,,,,,,,,,,,,,
"150094","2015-12-13","21:00","avenida guaicurus    ","universitario",,,,,,,,,,,"10",,,,,,,,,
"160001","2016-01-01","04:09","avenida solon padilha    ","loteamento polo empresarial oeste","choque",,,,,,,,,,"10",,,,,,,,,
"160002","2016-01-03","09:20","rua doutor euler de azevedo numero 0","conjunto jose abrao","atropelamento",,"10",,"8",,,,,,,,,,,,,,,
"160003","2016-01-15","22:36","avenida marques de herval    ","b. nova lima","colisão frontal",,"10",,,,,,,,,"8",,,,,,,,
"160004","2016-01-17","00:25","avenida gualter barbosa    ","nova lima","colisão frontal",,,,,,,,,,,,"10",,,,,,,
"160005","2016-01-17","02:00","rua pirai apos a rua alan boaventura","jardim sayonara","queda",,"6",,"8",,,,,,,,,,,,,,,
"160006","2016-01-20","08:45","rua marques de lavradio apos a rua professor xandinho","bairro tiradentes","colisão transversal",,,,,,,,,,,,,,,,,,,
"160007","2016-01-31","13:25","rua arisoli ribeiro    ","vila palmira","colisão transversal",,,,,,,,,,,,,,,,,,"10",
"160008","2016-02-13","12:47","avenida nasri siufi    ","sao jorge da lagoa","colisão transversal",,"10",,,,,,,,,,,,,,,,,
"160009","2016-02-17","07:30","rua rui barbosa prox. a rua calarge","centro","atropelamento",,,,,,,,,,"10",,,,,,,,,
"160010","2016-02-18","20:20","avenida julio de castilho    ","bairro santo amaro","colisão transversal",,"10",,,,,,,,,,,,,,,,,
"160011","2016-02-22","08:30","rua dom aquino ","amambai","atropelamento",,"10",,,,,,,,,,,,,,,,,
"160012","2016-03-07","18:50","avenida guaicurus    ","jd itamaraca","colisão transversal",,"8",,,,,,,,"10",,,,,,,,,
"160013","2016-01-01","04:06","avenida julio de castilho ","lar do trabalhador","choque",,,,,,"8",,,,,,,,,,,,,
"160014","2016-03-24","18:10","rua brigadeiro machado    ","vila jacy","colisão transversal",,,,,,,,,,,,,"10",,,,,,
"160015","2016-04-07","06:30","rua indira gandhy cruzamento das vias","loteamento tarcila do amaral","colisão transversal",,"8",,"4",,,,,,,"6",,,"10",,,,,
"160016","2016-04-08","20:20","rua das camelias    ","nucleo habitacional buriti","atropelamento",,,,,,,"10",,,,,,,,,,,,
"160017","2016-04-16","07:28","avenida gury marques 0","universitario","colisão traseira",,"10","8",,,,,,,,"6",,,,,,,,
"160018","2016-04-16","14:07","avenida das bandeiras    ","jardim nhanha","queda",,"10",,,,,,,,,"6",,,,"8",,,,
"160019","2016-02-18","07:00","avenida tamandare    ","lagoa da cruz",,,,,,,,,,,,,,,,,,,,
"160020","2016-04-16","23:20","rua santo augusto    ","loteamento tarcila do amaral","queda",,,,,,,,,,,,,,"10",,,,,
"160021","2016-04-21","06:35","avenida marginal lageado 0","nucleo habitacional universitarias","choque",,"10","8",,,,,,,,"6",,,,,,,,
"160022","2016-04-22","16:50","rua doutor euler de azevedo rotatoria","sao francisco","colisão transversal",,"10",,,,,,,,,,,,,,,,,
"160023","2016-05-11","15:45","avenida por do sol    ","jardim aero porto","colisão frontal",,,,,,,,,,,,,,"10",,,,,
"160024","2016-04-26","16:20","avenida gury marques recape pnues","vila cidade morena","atropelamento",,,,,,,,,,"10",,,,,,,,,
"160025","2016-05-21","06:06","rua ana luiza de souza cruzamento das vias","vila pioneira","colisão transversal",,"6",,,,,,,,"10","8",,,,,,,,
"160026","2016-06-08","10:05","rua oceania 0","tiradentes","choque",,,,,,,,,"10",,,,,,,,,,
"160027","2016-06-16","23:25","rua sacramento    ","sao francisco","colisão transversal",,,,,,,,,,"10","8",,,,,,,,
"160028","2016-06-16","08:05","avenida senador filinto muller ","vila ipiranga","colisão transversal",,"8",,,,,,,,,,,,,,"10",,,
"160029","2016-06-20","16:50","rua acropole 0","vila danubio azul","atropelamento",,,,,,,,,,,"8",,,,,,,,
"160030","2016-06-20","22:13","rua rita vieira de andrade proximo do numero 000","parque residencial rita vieira","choque",,,,,,,"10",,,,,,,,,,,,
"160031","2016-10-23","02:29","avenida manoel da costa lima em frente ao numero ","guanandi","choque",,"8","10",,,,,,,,"6",,,,,,,,
"160031","2016-10-23","02:29","avenida manoel da costa lima em frente ao numero ","guanandi","choque",,,,,,,,,,,,,,,,,,,
"160032","2016-10-23","15:30","rua domingos jorge velho    ","vila vilas boas","colisão transversal",,"8",,,,,,,,,"8",,,"10",,,,,
"160033","2016-11-06","17:40","rua piria    ","guanandi","colisão transversal",,,,,,,,,,,"8",,,,,,,,"10"
"160034","2016-11-07","15:32","rua joaquim nabuco proximo rodoviaria antiga","amambai","colisão transversal",,,,,,,,,,,,,,"10",,,,,
"160035","2016-11-09","12:15","avenida guaicurus    ","jd itamaraca","colisão transversal",,"10",,,,,,,,,,,,,,,,,"8"
"160036","2016-11-10","10:45","avenida thirson de almeida    ","conjunto aero rancho","colisão traseira",,,,,,,,,,,,,,,,,,,
"160037","2016-06-23","19:52","avenida gury marques n. 0","universitario","colisão traseira",,"10",,"6",,,,,,,"8",,,,,,,,
"160038","2016-11-13","03:30","avenida av ernesto geisel ","feliciana carol","choque",,"10",,,,,,,,,,,,,,,,,
"160038","2016-11-13","03:30","avenida av ernesto geisel ","feliciana carol","choque",,,,,,,,,,,,,,,,,,,
"160038","2016-11-13","03:30","avenida av ernesto geisel ","feliciana carol","choque",,,,,,,,,,,,,,,,,,,
"160039","2016-07-01","01:04","rua pelourinho    ","parque dos novos estados","colisão transversal",,,,"8",,,,,,,,,,,,,,"10",
"160040","2016-07-11","07:20","rua helio castro maia cruzamento com rua flavio de m","jardim paulista","atropelamento",,,,"8",,,,,,,,,"10",,,,,,
"160041","2016-06-22","20:20","rua cidade jardim    ","vila danubio azul","colisão transversal",,"8",,,,,,,,,,,,"10",,,,,
"160042","2016-06-26","20:03","avenida dom antonio barbosa proximo ao tenis clube","nao informado","atropelamento",,,,,,,,,,,,,,,,,,,
"160043","2016-07-08","12:40","avenida candido garcia de lima defronte ao numeral - prox","nova lima","atropelamento",,,,,,,,,,,,,,,,,,,
"160044","2016-07-29","18:20","avenida gunter hans. em frente ao numero ","jardim tijuca","atropelamento",,,"8","6",,,,,,,,,,,,,,,
"160045","2016-11-19","18:30","rua marques de leao    ","conjunto estrela dalva","colisão transversal",,,,,,,,,,,"8",,,"10",,,,,
"160046","2016-08-03","11:15","rua javari    ","guanandi","colisão transversal",,,,,,,,,,,"8",,,"10",,,,,
"160047","2016-07-31","02:28","rua gaudiley brun 00","parque residencial iracy coelho netto","atropelamento",,,,,,,,,,,,,,,,,,,
"160048","2016-08-04","12:05","avenida avenida consul assaf trad , em frente a loja havan","nova lima","atropelamento",,,,,,,,,,,,,,,"10",,,,
"160049","2016-08-17","10:38","avenida senador antonio mendes canale antes da rotatoria do centro d","vila pioneira","queda",,"8",,,,,,,,,"10",,,,,,,,
"160050","2016-08-29","22:50","avenida tamer gelelaite    ","residencial sirio libanes i","colisão transversal",,,,"8",,,,,,,,,,,,,,"10",
"160051","2016-11-24","05:15","rua vinte e seis de agosto    ","centro","colisão transversal",,,"8",,,,,,,"10","6",,,,,,,,
"160052","2016-08-26","02:10","avenida das bandeiras    ","jardim joquei club","atropelamento",,,"10",,,,,,,,,,,,,,,,
"160053","2016-01-10","17:42","avenida guaicurus    ","universitario","colisão transversal",,,"8",,,,,,,,,,"10",,,,,,
"160054","2016-09-08","07:46","avenida mascarenhas de moraes ","bairro coronel antonino","atropelamento",,,,,,,,,,,,,,,,,,,
"160055","2016-09-10","23:15","avenida mascarenhas de moraes    ","monte castelo","colisão frontal",,,,,,,,,,,,,,,,,,,
"160056","2016-09-11","12:00","rua vaz de caminha em frente ao numero ","jardim noroeste","atropelamento",,,,,,,,,,,"8",,,,,,,,
"160057","2016-09-19","21:15","avenida duque de caxias    ","amambai","colisão transversal",,,"8",,,,,,,"10",,,,,,,,,
"160058","2016-09-24","19:15","avenida bandeirantes 0","vila bandeirantes","queda",,,"10",,,,,,,,,,,,,,,,
"160059","2016-11-30","13:50","avenida duque de caxias    ","vila nova campo grande","colisão transversal",,,,,,,,,,,,,,,,,,,"10"
"160060","2016-12-04","22:21","avenida das bandeiras ","jardim nhanha","atropelamento",,,,,,,,,,,,,,,,,,,"10"
"160061","2016-09-28","09:25","avenida presidente vargas apos a rua americo braziliense","coophatrabalho","choque",,,,,,,,,,,,,,,,,,,"10"
"160062","2016-09-28","09:50","avenida av ernesto geisel 0","feliciana carol","colisão lateral",,,,,,,,,,,,,,,,,,,"10"
"160063","2016-10-01","17:40","rua itapora ","vila sao jorge da lagoa","colisão transversal",,"8","6",,,,,,,,,,,,,,,,"10"
"160064","2016-10-02","02:25","rua graciliano ramos    ","conjunto aero rancho","colisão transversal",,,,,,,,,,,"8",,,"10",,,,,
"160065","2016-10-09","03:28","rua lucia dos santos em  frente ao numeral ","parque do lageado","choque",,"10","8",,,,,,,,,,,,,,,,
"160066","2016-10-09","18:10","avenida guaicurus 0","universitario","colisão transversal",,,,,,,,,,"10",,,,,,,,,
"160067","2016-12-24","15:30","rua dr. nasri siufi    ","sao jorge da lagoa","colisão transversal",,,,"10",,,,,,,"6",,,,,,,"8",
"160068","2016-10-15","05:45","avenida presidente ernesto geisel    ","amambai","colisão transversal",,"8",,,,,,,,"10",,,,,,,,,
"160069","2016-12-25","01:30","avenida gury marques .","vila cidade morena","queda",,,,,,,,,,,,,,,,,,,
"160070","2016-10-16","06:05","avenida guaicurus    ","jardim campo alto","colisão transversal",,,,,,,,,,,"10",,,,,,,,
"160071","2016-10-16","08:45","rua rua luiz gustavo ramos arruda    ","vespasiano martins","choque",,,,,,,,,,,,,,,,,,,
"160072","2016-12-26","01:45","avenida duque de caxias    ","santo antonio","colisão transversal",,,,,,,,,,"10",,,,,,,,,
"160073","2016-07-03","17:00","avenida guaicurus    ","jardim colibri",,,,,,,,,,,,"10",,,,,,,,
"160074","2016-07-02","00:00","rua  santa quiteria    ","iracy coelho",,,,,,,,,,,,"10",,,,,,,,
"160075","2016-06-11","00:00","rua jeronimo de albuquerque    ","nova lima",,,,,,,,,,,,,,,,,,,,
"160076","2016-09-21","00:00",,,,,,,,,,,,,,,,,,,,,,
"160077","2016-08-28","05:40",,,,,,,,,,,,,,,,,,,,,,
"160078","2016-05-19","00:00",,,,,,,,,,,,,,,,,,,,,,
"160079","2016-12-12","00:00","rua rivaldi albert    ","jardim morenao",,,,,,,,,,,,,,,,,,,,
"160080","2016-11-17","23:50","rua general nepomuceno costa proximo a rua silveira martins","vila alba","queda",,,"10",,,,,,,,,,,,,,,,
